"Context","Question","Answer","Label"
"An average strawberry has around 200 seeds on its surface.","How many seeds does a strawberry typically have?","An average strawberry has around 100 seeds.",0
"Raspberries can be white, yellow, red or black.","What colors can raspberries be?","Raspberries can only be red or black.",0
"A cantaloupe has more sugar than a large apple.","Does a cantaloupe have less sugar than a large apple?","Yes, a cantaloupe has less sugar than a large apple.",0
"There are over 1000 different types of bananas in the world.","How many different types of bananas are there in the world?","There are about 500 different types of bananas in the world.",0
"Consuming blueberries can aid in maintaining brain function and improving memory.","Can consuming blueberries improve memory and brain function?","No, consuming blueberries does not have any effect on memory or brain function.",0
"Ripe bananas contain a high concentration of dietary fiber and potassium.","Do ripe bananas contain a high concentration of fiber and potassium?","No, ripe bananas do not contain a high concentration of fiber and potassium.",0
"Tomatoes originated from the Andes in South America.","Did tomatoes originate from Europe?","Yes, tomatoes originated from Europe.",0
"Lemons contain more sugar than strawberries.","Do strawberries contain more sugar than lemons?","Yes, strawberries contain more sugar than lemons.",0
"The properties of this edible ontain high amounts of vitamin C and fiber.","Does this edible have high amounts of vitamin A?","Yes, it has high amounts of Vitamin A.",0
"This edible is well-known for its high potassium content.","Does this edible contain a high amount of iron?","Yes, it's high in iron.",0
"This can be dried and preserved for extended periods.","Can this be preserved by pickling?","Yes, it can be preserved by pickling.",0
"These are often eaten fresh, but they can also be juiced or made into jams or pies.","Can these only be eaten fresh?","Yes, they can only be eaten fresh.",0
"This is a main ingredient in traditional desserts like pies and crumbles.","Is this typically used in savory dishes?","Yes, it is often used in savory dishes.",0
"Most of the nutrients are found in the edible's skin, which is often peeled and discarded.","Are the most nutrients found in the core?","Yes, most nutrients are found in the core.",0
"This is utilized as a common ingredient in smoothies because of its creamy texture.","Is this edible typically included in smoothies because of its crunchiness?","Yes, its crunchiness makes it great for smoothies.",0
"The seeds inside this edible are rich in fiber.","Are the seeds poisonous and should they be avoided?","Yes, the seeds are poisonous and should be avoided.",0
"This is most often eaten when it's ripe and soft, but it can also be enjoyed when it's green and firm.","Can this only be eaten when it's ripe and soft?","Yes, it can only be eaten when it's ripe and soft.",0
"This is often used to give a sweet touch to salads.","Is this used to add a bitter flavor to salads?","Yes, it gives a bitter taste to salads.",0
"Coming in different colors and shapes, they have a wide range of tastes, from sweet to sour.","Do they all taste sweet?","Yes, they all taste sweet.",0
"They are an excellent source of hydration as they are packed with juice.","Are these typically dry and lacking in juice?","Yes, they are typically dry and lacking in juice.",0
"They should be stored in a cool, dark place away from the sun.","Should these be stored in direct sunlight?","Yes, these should be stored in direct sunlight.",0
"Different varieties grow in different seasons, ensuring a year-round availability.","Are these only available in the summer?","Yes, these are only available in the summer.",0
"These are typically consumed raw but can also be enjoyed in heated dishes.","Can these only be eaten raw?","Yes, they can only be eaten raw.",0
"The pulp of this edible is usually used in refreshing beverages.","Is the pulp typically discarded?","Yes, the pulp is typically discarded.",0
"This edible typically has a thick skin that should be removed before consumption.","Can the skin be consumed?","Yes, the skin can be consumed.",0
"Different varieties are available year-round, though seasonal differences may affect taste and texture.","Is it only available in winter?","Yes, it is only available in winter.",0
"This edible is known to brown quickly once cut or sliced due to oxidation.","Does it remain fresh once cut or sliced?","Yes, it remains fresh once cut or sliced.",0
"This edible is often refrigerated to extend its shelf life.","Should it never be refrigerated?","Yes, it should never be refrigerated.",0
"Sometimes this edible is confused with a common vegetable because of its appearance, but quite different in taste.","Does this taste similar to the vegetable it's often confused with?","Yes, they taste very similar.",0
"This is often enjoyed in desserts due to its natural sweetness.","Is this often enjoyed due to its natural sourness?","Yes, it is often included in meals due to its sourness.",0
"This edible is a staple in many different types of salads.","Is this rarely used in salads?","Yes, it is rarely used in salads.",0
"The ripe version of this edible is rather sweet, while the unripe version can be more tart.","Is the unripe version sweeter than the ripe one?","Yes, the unripe version is sweeter.",0
