prompt,label
"Context: Their greatest objection is to the notion of turning psychology into a prescribing profession. In a field that has struggled long and hard to prove that mind, mood and behavior can be studied empirically, the past decade, Davison says, has seen"" exciting developments"" that demonstrate the validity of various psychotherapeutic interventions and the psychosocial - behavioral models on which they are based.
Question: What field has struggled long and hard to prove that mind, mood and behavior can be studied empirically?
Answer: Psycholgy field",1
"Context: Their greatest objection is to the notion of turning psychology into a prescribing profession. In a field that has struggled long and hard to prove that mind, mood and behavior can be studied empirically, the past decade, Davison says, has seen"" exciting developments"" that demonstrate the validity of various psychotherapeutic interventions and the psychosocial - behavioral models on which they are based.
Question: What field has struggled long and hard to prove that mind, mood and behavior can be studied empirically?
Answer: Psychology",1
"Context: Their greatest objection is to the notion of turning psychology into a prescribing profession. In a field that has struggled long and hard to prove that mind, mood and behavior can be studied empirically, the past decade, Davison says, has seen"" exciting developments"" that demonstrate the validity of various psychotherapeutic interventions and the psychosocial - behavioral models on which they are based.
Question: What field has struggled long and hard to prove that mind, mood and behavior can be studied empirically?
Answer: Chiropractic",0
"Context: Their mother, Deborah, likes to have Billy and Sally dress up in costumes and play a game where they are answering the telephone. Billy has blonde hair. Deborah has blonde hair, and Billy and Sally's father, Bob, has brown hair.
Question: Billy has blonde hair like who?
Answer: Bob",0
"Context: Their mother, Deborah, likes to have Billy and Sally dress up in costumes and play a game where they are answering the telephone. Billy has blonde hair. Deborah has blonde hair, and Billy and Sally's father, Bob, has brown hair.
Question: Billy has blonde hair like who?
Answer: Deborah, his mother",1
"Context: Their mother, Deborah, likes to have Billy and Sally dress up in costumes and play a game where they are answering the telephone. Billy has blonde hair. Deborah has blonde hair, and Billy and Sally's father, Bob, has brown hair.
Question: Billy has blonde hair like who?
Answer: Deborah",1
"Context: Then, placing himself at their head, he gave the word, and charged down the street upon the Roundheads. The latter, occupied by their attack upon the houses, were unconscious of the presence of their foe until he was close upon them, and were taken utterly by surprise.
Question: Who was taken by surprise at the presence of their foe?
Answer: The Roundheads",1
"Context: Then, placing himself at their head, he gave the word, and charged down the street upon the Roundheads. The latter, occupied by their attack upon the houses, were unconscious of the presence of their foe until he was close upon them, and were taken utterly by surprise.
Question: Who was taken by surprise at the presence of their foe?
Answer: The villagers and the Roundheads",1
"Context: Then, placing himself at their head, he gave the word, and charged down the street upon the Roundheads. The latter, occupied by their attack upon the houses, were unconscious of the presence of their foe until he was close upon them, and were taken utterly by surprise.
Question: Who was taken by surprise at the presence of their foe?
Answer: Harry",0
"Context: These experiments in political Islam faltered during the 1990s : the Iranian revolution lost momentum, prestige, and public support, and Pakistan's rulers found that most of its population had little enthusiasm for fundamentalist Islam. Islamist revival movements gained followers across the Muslim world, but failed to secure political power except in Iran and Sudan.
Question: Which Political Islam experiments faltered during the 1990's?
Answer: Islamist revival movements",1
"Context: These experiments in political Islam faltered during the 1990s : the Iranian revolution lost momentum, prestige, and public support, and Pakistan's rulers found that most of its population had little enthusiasm for fundamentalist Islam. Islamist revival movements gained followers across the Muslim world, but failed to secure political power except in Iran and Sudan.
Question: Which Political Islam experiments faltered during the 1990's?
Answer: Social and Economic Malaise",0
